timestamp,rank,address,Li,isLeader,isAnomalous
170,1,fe80::ff:fe00:4d,0.470683,0,0
170,2,fe80::ff:fe00:76,0.477095,0,0
170,3,fe80::ff:fe00:72,0.477694,0,0
170,4,fe80::ff:fe00:5a,0.485863,0,0
170,5,fe80::ff:fe00:67,0.501787,0,0
170,6,fe80::ff:fe00:91,0.507723,0,0
170,7,fe80::ff:fe00:f7,0.517487,0,0
170,8,fe80::ff:fe00:d9,0.520527,0,0
170,9,fe80::ff:fe00:16,0.521972,0,0
170,10,fe80::ff:fe00:68,0.522091,0,0
170,11,fe80::ff:fe00:6a,0.522395,0,0
170,12,fe80::ff:fe00:e8,0.523015,0,0
170,13,fe80::ff:fe00:7a,0.534142,0,0
170,14,fe80::ff:fe00:53,0.535199,0,0
170,15,fe80::ff:fe00:66,0.536344,0,0
170,16,fe80::ff:fe00:18,0.549575,1,0
170,17,fe80::ff:fe00:c6,0.550796,0,0
170,18,fe80::ff:fe00:c9,0.555624,0,0
170,19,fe80::ff:fe00:92,0.556794,0,0
170,20,fe80::ff:fe00:c7,0.557648,0,0
170,21,fe80::ff:fe00:38,0.562118,0,0
170,22,fe80::ff:fe00:f6,0.569996,0,0
170,23,fe80::ff:fe00:a7,0.573874,0,0
170,24,fe80::ff:fe00:4e,0.576947,1,0
170,25,fe80::ff:fe00:98,0.577211,0,0
170,26,fe80::ff:fe00:b6,0.581876,0,0
170,27,fe80::ff:fe00:e,0.58331,1,0
170,28,fe80::ff:fe00:10,0.585848,0,0
170,29,fe80::ff:fe00:7f,0.588875,0,0
170,30,fe80::ff:fe00:86,0.589961,0,0
170,31,fe80::ff:fe00:11,0.592891,0,0
170,32,fe80::ff:fe00:6b,0.615218,0,0
170,33,fe80::ff:fe00:e5,0.6159,0,0
170,34,fe80::ff:fe00:59,0.616922,0,0
170,35,fe80::ff:fe00:a3,0.617262,0,0
170,36,fe80::ff:fe00:f8,0.617394,0,0
170,37,fe80::ff:fe00:e3,0.620695,0,0
170,38,fe80::ff:fe00:12,0.622113,0,0
170,39,fe80::ff:fe00:aa,0.625039,0,0
170,40,fe80::ff:fe00:d2,0.629337,0,0
170,41,fe80::ff:fe00:2d,0.630304,0,0
170,42,fe80::ff:fe00:51,0.636291,0,0
170,43,fe80::ff:fe00:5c,0.637346,0,0
170,44,fe80::ff:fe00:cd,0.638376,0,0
170,45,fe80::ff:fe00:4,0.638584,1,0
170,46,fe80::ff:fe00:bc,0.638827,0,0
170,47,fe80::ff:fe00:e0,0.638897,0,0
170,48,fe80::ff:fe00:9f,0.641861,0,0
170,49,fe80::ff:fe00:ac,0.642529,0,0
170,50,fe80::ff:fe00:c5,0.644378,0,0
170,51,fe80::ff:fe00:b2,0.64449,0,0
170,52,fe80::ff:fe00:80,0.644801,0,0
170,53,fe80::ff:fe00:2a,0.645827,0,0
170,54,fe80::ff:fe00:45,0.646574,0,0
170,55,fe80::ff:fe00:9b,0.648246,0,0
170,56,fe80::ff:fe00:b5,0.648357,0,0
170,57,fe80::ff:fe00:28,0.648471,1,0
170,58,fe80::ff:fe00:1a,0.650478,1,0
170,59,fe80::ff:fe00:de,0.653112,0,0
170,60,fe80::ff:fe00:b4,0.653455,0,0
170,61,fe80::ff:fe00:2b,0.655819,0,0
170,62,fe80::ff:fe00:6f,0.656947,0,0
170,63,fe80::ff:fe00:1d,0.657277,0,0
170,64,fe80::ff:fe00:7d,0.65884,0,0
170,65,fe80::ff:fe00:d5,0.660806,0,0
170,66,fe80::ff:fe00:c0,0.6614,0,0
170,67,fe80::ff:fe00:32,0.661462,0,0
170,68,fe80::ff:fe00:a8,0.662218,0,0
170,69,fe80::ff:fe00:55,0.664473,0,0
170,70,fe80::ff:fe00:27,0.66578,0,0
170,71,fe80::ff:fe00:70,0.666374,0,0
170,72,fe80::ff:fe00:78,0.669598,0,0
170,73,fe80::ff:fe00:23,0.67251,0,0
170,74,fe80::ff:fe00:9d,0.672518,0,0
170,75,fe80::ff:fe00:a0,0.674442,0,0
170,76,fe80::ff:fe00:99,0.674892,0,0
170,77,fe80::ff:fe00:e1,0.677173,0,0
170,78,fe80::ff:fe00:fa,0.678032,0,0
170,79,fe80::ff:fe00:bf,0.680628,0,0
170,80,fe80::ff:fe00:c4,0.681629,0,0
170,81,fe80::ff:fe00:3c,0.684161,0,0
170,82,fe80::ff:fe00:d8,0.684429,0,0
170,83,fe80::ff:fe00:60,0.685074,0,0
170,84,fe80::ff:fe00:db,0.685641,0,0
170,85,fe80::ff:fe00:3b,0.686556,0,0
170,86,fe80::ff:fe00:95,0.687733,0,0
170,87,fe80::ff:fe00:31,0.688238,0,0
170,88,fe80::ff:fe00:25,0.691072,0,0
170,89,fe80::ff:fe00:69,0.69226,0,0
170,90,fe80::ff:fe00:b7,0.69412,0,0
170,91,fe80::ff:fe00:d4,0.697681,0,0
170,92,fe80::ff:fe00:4b,0.699423,0,0
170,93,fe80::ff:fe00:a6,0.699949,0,0
170,94,fe80::ff:fe00:2f,0.700235,0,0
170,95,fe80::ff:fe00:47,0.701117,0,0
170,96,fe80::ff:fe00:3f,0.702247,0,0
170,97,fe80::ff:fe00:df,0.702827,0,0
170,98,fe80::ff:fe00:87,0.705211,0,0
170,99,fe80::ff:fe00:30,0.705538,1,0
170,100,fe80::ff:fe00:40,0.705918,0,0
170,101,fe80::ff:fe00:ad,0.707825,0,0
170,102,fe80::ff:fe00:8f,0.707917,0,0
170,103,fe80::ff:fe00:ba,0.709369,0,0
170,104,fe80::ff:fe00:83,0.709993,0,0
170,105,fe80::ff:fe00:d,0.71153,0,0
170,106,fe80::ff:fe00:d7,0.712665,0,0
170,107,fe80::ff:fe00:9a,0.714878,0,0
170,108,fe80::ff:fe00:f5,0.715112,0,0
170,109,fe80::ff:fe00:13,0.715231,0,0
170,110,fe80::ff:fe00:64,0.715235,0,0
170,111,fe80::ff:fe00:ec,0.715704,0,0
170,112,fe80::ff:fe00:ce,0.715961,0,0
170,113,fe80::ff:fe00:e4,0.716335,0,0
170,114,fe80::ff:fe00:1e,0.719535,0,0
170,115,fe80::ff:fe00:3a,0.722409,0,0
170,116,fe80::ff:fe00:39,0.722665,0,0
170,117,fe80::ff:fe00:a1,0.725069,0,0
170,118,fe80::ff:fe00:44,0.725704,0,0
170,119,fe80::ff:fe00:1b,0.727824,0,0
170,120,fe80::ff:fe00:22,0.728248,0,0
170,121,fe80::ff:fe00:43,0.729379,0,0
170,122,fe80::ff:fe00:dc,0.729541,0,0
170,123,fe80::ff:fe00:4a,0.729603,0,0
170,124,fe80::ff:fe00:34,0.733801,0,0
170,125,fe80::ff:fe00:37,0.734171,0,0
170,126,fe80::ff:fe00:9c,0.73495,0,0
170,127,fe80::ff:fe00:2e,0.736794,0,0
170,128,fe80::ff:fe00:c2,0.738792,0,0
170,129,fe80::ff:fe00:e9,0.739617,0,0
170,130,fe80::ff:fe00:9e,0.740414,0,0
170,131,fe80::ff:fe00:54,0.741174,0,0
170,132,fe80::ff:fe00:7c,0.741602,0,0
170,133,fe80::ff:fe00:a9,0.742284,0,0
170,134,fe80::ff:fe00:20,0.744786,0,0
170,135,fe80::ff:fe00:2,0.746443,1,0
170,136,fe80::ff:fe00:5,0.746504,1,0
170,137,fe80::ff:fe00:5b,0.74663,0,0
170,138,fe80::ff:fe00:8a,0.750597,0,0
170,139,fe80::ff:fe00:6c,0.751378,0,0
170,140,fe80::ff:fe00:ae,0.753165,0,0
170,141,fe80::ff:fe00:42,0.7541,0,0
170,142,fe80::ff:fe00:48,0.754954,0,0
170,143,fe80::ff:fe00:8b,0.75501,0,0
170,144,fe80::ff:fe00:46,0.755724,0,0
170,145,fe80::ff:fe00:be,0.757544,0,0
170,146,fe80::ff:fe00:8d,0.75945,0,0
170,147,fe80::ff:fe00:ef,0.760275,0,0
170,148,fe80::ff:fe00:f9,0.760532,0,0
170,149,fe80::ff:fe00:58,0.761397,0,0
170,150,fe80::ff:fe00:63,0.762388,0,0
170,151,fe80::ff:fe00:da,0.76415,0,0
170,152,fe80::ff:fe00:a,0.764333,1,0
170,153,fe80::ff:fe00:62,0.764348,0,0
170,154,fe80::ff:fe00:90,0.766645,0,0
170,155,fe80::ff:fe00:a5,0.768902,0,0
170,156,fe80::ff:fe00:41,0.770358,0,0
170,157,fe80::ff:fe00:88,0.771828,0,0
170,158,fe80::ff:fe00:ed,0.773207,0,0
170,159,fe80::ff:fe00:b8,0.774461,0,0
170,160,fe80::ff:fe00:b9,0.774526,0,0
170,161,fe80::ff:fe00:14,0.774586,0,0
170,162,fe80::ff:fe00:f0,0.775484,0,0
170,163,fe80::ff:fe00:49,0.776789,0,0
170,164,fe80::ff:fe00:bd,0.779233,0,0
170,165,fe80::ff:fe00:b1,0.77935,0,0
170,166,fe80::ff:fe00:d6,0.781428,0,0
170,167,fe80::ff:fe00:65,0.78167,0,0
170,168,fe80::ff:fe00:36,0.781955,0,0
170,169,fe80::ff:fe00:17,0.782603,1,0
170,170,fe80::ff:fe00:d3,0.783328,0,0
170,171,fe80::ff:fe00:e7,0.783331,0,0
170,172,fe80::ff:fe00:5e,0.785565,0,0
170,173,fe80::ff:fe00:1f,0.787034,0,0
170,174,fe80::ff:fe00:8e,0.787743,0,0
170,175,fe80::ff:fe00:9,0.789622,1,0
170,176,fe80::ff:fe00:81,0.790611,0,0
170,177,fe80::ff:fe00:15,0.79197,0,0
170,178,fe80::ff:fe00:af,0.793128,0,0
170,179,fe80::ff:fe00:ee,0.794081,0,0
170,180,fe80::ff:fe00:3e,0.794305,0,0
170,181,fe80::ff:fe00:e2,0.794861,0,0
170,182,fe80::ff:fe00:57,0.795557,0,0
170,183,fe80::ff:fe00:26,0.796358,0,0
170,184,fe80::ff:fe00:6,0.798152,1,0
170,185,fe80::ff:fe00:73,0.798506,0,0
170,186,fe80::ff:fe00:ea,0.799103,0,0
170,187,fe80::ff:fe00:cc,0.799337,0,0
170,188,fe80::ff:fe00:a4,0.799675,0,0
170,189,fe80::ff:fe00:1c,0.800782,0,0
170,190,fe80::ff:fe00:ca,0.801036,0,0
170,191,fe80::ff:fe00:79,0.802489,0,0
170,192,fe80::ff:fe00:7e,0.802722,0,0
170,193,fe80::ff:fe00:89,0.803543,0,0
170,194,fe80::ff:fe00:cf,0.805333,0,0
170,195,fe80::ff:fe00:eb,0.807133,0,0
170,196,fe80::ff:fe00:5d,0.808218,0,0
170,197,fe80::ff:fe00:d1,0.80892,0,0
170,198,fe80::ff:fe00:b0,0.812388,0,0
170,199,fe80::ff:fe00:35,0.81291,0,0
170,200,fe80::ff:fe00:6e,0.813309,0,0
170,201,fe80::ff:fe00:f,0.81332,1,0
170,202,fe80::ff:fe00:f1,0.813505,0,0
170,203,fe80::ff:fe00:96,0.814071,0,0
170,204,fe80::ff:fe00:cb,0.817853,0,0
170,205,fe80::ff:fe00:85,0.818417,0,0
