timestamp,rank,address,Li,isLeader,isAnomalous
170,1,fe80::ff:fe00:c5,0.427649,0,0
170,2,fe80::ff:fe00:8e,0.462825,0,0
170,3,fe80::ff:fe00:c0,0.486019,0,0
170,4,fe80::ff:fe00:7,0.491709,0,0
170,5,fe80::ff:fe00:9e,0.494804,0,0
170,6,fe80::ff:fe00:2f,0.5042,0,0
170,7,fe80::ff:fe00:5,0.511561,1,0
170,8,fe80::ff:fe00:cb,0.531422,0,0
170,9,fe80::ff:fe00:1c,0.533159,0,0
170,10,fe80::ff:fe00:d6,0.53562,0,0
170,11,fe80::ff:fe00:f3,0.536555,0,0
170,12,fe80::ff:fe00:25,0.544972,0,0
170,13,fe80::ff:fe00:c7,0.544989,0,0
170,14,fe80::ff:fe00:2a,0.547324,0,0
170,15,fe80::ff:fe00:15,0.549575,1,0
170,16,fe80::ff:fe00:5a,0.550542,0,0
170,17,fe80::ff:fe00:7a,0.552482,0,0
170,18,fe80::ff:fe00:b5,0.561035,0,0
170,19,fe80::ff:fe00:f9,0.56936,0,0
170,20,fe80::ff:fe00:1e,0.569584,0,0
170,21,fe80::ff:fe00:bc,0.570576,0,0
170,22,fe80::ff:fe00:4d,0.578568,0,0
170,23,fe80::ff:fe00:8b,0.583211,0,0
170,24,fe80::ff:fe00:7e,0.583928,0,0
170,25,fe80::ff:fe00:92,0.585274,0,0
170,26,fe80::ff:fe00:17,0.586119,0,0
170,27,fe80::ff:fe00:ae,0.586221,0,0
170,28,fe80::ff:fe00:bf,0.592761,0,0
170,29,fe80::ff:fe00:69,0.593362,0,0
170,30,fe80::ff:fe00:42,0.599985,0,0
170,31,fe80::ff:fe00:f2,0.602744,0,0
170,32,fe80::ff:fe00:e0,0.604438,0,0
170,33,fe80::ff:fe00:f6,0.606458,0,0
170,34,fe80::ff:fe00:d9,0.607652,0,0
170,35,fe80::ff:fe00:72,0.607685,0,0
170,36,fe80::ff:fe00:27,0.607976,0,0
170,37,fe80::ff:fe00:44,0.611224,0,0
170,38,fe80::ff:fe00:f1,0.611815,0,0
170,39,fe80::ff:fe00:13,0.611847,0,0
170,40,fe80::ff:fe00:4a,0.613059,0,0
170,41,fe80::ff:fe00:5c,0.613394,0,0
170,42,fe80::ff:fe00:ec,0.614067,0,0
170,43,fe80::ff:fe00:63,0.614409,0,0
170,44,fe80::ff:fe00:df,0.614736,0,0
170,45,fe80::ff:fe00:67,0.617349,0,0
170,46,fe80::ff:fe00:ab,0.61737,0,0
170,47,fe80::ff:fe00:26,0.617601,0,0
170,48,fe80::ff:fe00:c3,0.618835,0,0
170,49,fe80::ff:fe00:76,0.619899,0,0
170,50,fe80::ff:fe00:61,0.621323,0,0
170,51,fe80::ff:fe00:b4,0.624628,0,0
170,52,fe80::ff:fe00:95,0.626464,0,0
170,53,fe80::ff:fe00:78,0.626767,0,0
170,54,fe80::ff:fe00:dc,0.630091,0,0
170,55,fe80::ff:fe00:a9,0.632338,0,0
170,56,fe80::ff:fe00:7b,0.633556,0,0
170,57,fe80::ff:fe00:64,0.633823,1,0
170,58,fe80::ff:fe00:e2,0.636655,0,0
170,59,fe80::ff:fe00:e9,0.639527,0,0
170,60,fe80::ff:fe00:f,0.63968,0,0
170,61,fe80::ff:fe00:3,0.640025,1,0
170,62,fe80::ff:fe00:98,0.640032,0,0
170,63,fe80::ff:fe00:e7,0.640101,0,0
170,64,fe80::ff:fe00:9a,0.64285,0,0
170,65,fe80::ff:fe00:45,0.644138,0,0
170,66,fe80::ff:fe00:5e,0.645905,0,0
170,67,fe80::ff:fe00:48,0.647056,0,0
170,68,fe80::ff:fe00:f7,0.648128,0,0
170,69,fe80::ff:fe00:af,0.648398,0,0
170,70,fe80::ff:fe00:7d,0.648746,0,0
170,71,fe80::ff:fe00:40,0.650952,0,0
170,72,fe80::ff:fe00:8a,0.651369,0,0
170,73,fe80::ff:fe00:9,0.651708,0,0
170,74,fe80::ff:fe00:96,0.651736,0,0
170,75,fe80::ff:fe00:e3,0.652879,0,0
170,76,fe80::ff:fe00:3c,0.653208,0,0
170,77,fe80::ff:fe00:1f,0.653381,0,0
170,78,fe80::ff:fe00:db,0.653781,0,0
170,79,fe80::ff:fe00:dd,0.654436,0,0
170,80,fe80::ff:fe00:4c,0.65448,0,0
170,81,fe80::ff:fe00:6c,0.655039,0,0
170,82,fe80::ff:fe00:d7,0.656429,0,0
170,83,fe80::ff:fe00:a7,0.656643,0,0
170,84,fe80::ff:fe00:d0,0.658155,0,0
170,85,fe80::ff:fe00:b9,0.659626,0,0
170,86,fe80::ff:fe00:87,0.659955,0,0
170,87,fe80::ff:fe00:60,0.660001,0,0
170,88,fe80::ff:fe00:56,0.660044,0,0
170,89,fe80::ff:fe00:ea,0.660789,0,0
170,90,fe80::ff:fe00:8d,0.661553,0,0
170,91,fe80::ff:fe00:bb,0.662418,0,0
170,92,fe80::ff:fe00:b3,0.662521,0,0
170,93,fe80::ff:fe00:de,0.662779,0,0
170,94,fe80::ff:fe00:1,0.66352,1,0
170,95,fe80::ff:fe00:38,0.663756,0,0
170,96,fe80::ff:fe00:2b,0.664166,0,0
170,97,fe80::ff:fe00:9c,0.664233,0,0
170,98,fe80::ff:fe00:6b,0.664508,0,0
170,99,fe80::ff:fe00:cd,0.6661,0,0
170,100,fe80::ff:fe00:6,0.667834,1,0
170,101,fe80::ff:fe00:99,0.670579,0,0
