timestamp,rank,address,Li,isLeader,isAnomalous
170,1,fe80::ff:fe00:92,0.486167,0,0
170,2,fe80::ff:fe00:68,0.503299,0,0
170,3,fe80::ff:fe00:b3,0.53115,0,0
170,4,fe80::ff:fe00:3d,0.540513,0,0
170,5,fe80::ff:fe00:b5,0.547087,0,0
170,6,fe80::ff:fe00:2,0.549575,1,0
170,7,fe80::ff:fe00:35,0.550483,0,0
170,8,fe80::ff:fe00:ad,0.55284,0,0
170,9,fe80::ff:fe00:df,0.563995,0,0
170,10,fe80::ff:fe00:12,0.564465,1,0
170,11,fe80::ff:fe00:ca,0.564751,0,0
170,12,fe80::ff:fe00:18,0.570556,0,0
170,13,fe80::ff:fe00:9c,0.573288,0,0
170,14,fe80::ff:fe00:4,0.576947,1,0
170,15,fe80::ff:fe00:5b,0.57827,0,0
170,16,fe80::ff:fe00:f,0.580197,0,0
170,17,fe80::ff:fe00:a4,0.58103,0,0
170,18,fe80::ff:fe00:f7,0.581547,0,0
170,19,fe80::ff:fe00:4d,0.58404,0,0
170,20,fe80::ff:fe00:d6,0.584095,0,0
170,21,fe80::ff:fe00:69,0.584616,0,0
170,22,fe80::ff:fe00:77,0.587017,0,0
170,23,fe80::ff:fe00:87,0.588488,0,0
170,24,fe80::ff:fe00:dc,0.589887,0,0
170,25,fe80::ff:fe00:2b,0.590556,0,0
170,26,fe80::ff:fe00:7b,0.594635,0,0
170,27,fe80::ff:fe00:ae,0.596841,0,0
170,28,fe80::ff:fe00:15,0.597788,0,0
170,29,fe80::ff:fe00:93,0.599843,0,0
170,30,fe80::ff:fe00:e9,0.600035,0,0
170,31,fe80::ff:fe00:ce,0.600647,0,0
170,32,fe80::ff:fe00:c5,0.602007,0,0
170,33,fe80::ff:fe00:1f,0.606139,0,0
170,34,fe80::ff:fe00:70,0.609435,0,0
170,35,fe80::ff:fe00:25,0.609961,0,0
170,36,fe80::ff:fe00:6b,0.612482,0,0
170,37,fe80::ff:fe00:27,0.616006,0,0
170,38,fe80::ff:fe00:b7,0.618918,0,0
170,39,fe80::ff:fe00:f6,0.620087,0,0
170,40,fe80::ff:fe00:2f,0.621962,0,0
170,41,fe80::ff:fe00:c6,0.623667,0,0
170,42,fe80::ff:fe00:a0,0.625534,0,0
170,43,fe80::ff:fe00:a8,0.626091,0,0
170,44,fe80::ff:fe00:c1,0.629427,0,0
170,45,fe80::ff:fe00:5d,0.630605,0,0
170,46,fe80::ff:fe00:56,0.63151,1,0
170,47,fe80::ff:fe00:28,0.631701,1,0
170,48,fe80::ff:fe00:e6,0.633096,0,0
170,49,fe80::ff:fe00:80,0.636178,0,0
170,50,fe80::ff:fe00:a9,0.637709,0,0
170,51,fe80::ff:fe00:79,0.639674,0,0
170,52,fe80::ff:fe00:d3,0.641619,0,0
170,53,fe80::ff:fe00:61,0.646886,0,0
170,54,fe80::ff:fe00:c3,0.647126,0,0
170,55,fe80::ff:fe00:81,0.650184,0,0
170,56,fe80::ff:fe00:21,0.653934,0,0
170,57,fe80::ff:fe00:e4,0.65396,0,0
170,58,fe80::ff:fe00:a1,0.658405,0,0
170,59,fe80::ff:fe00:5a,0.658709,0,0
170,60,fe80::ff:fe00:6c,0.662468,0,0
170,61,fe80::ff:fe00:8b,0.66375,0,0
170,62,fe80::ff:fe00:bd,0.666139,0,0
170,63,fe80::ff:fe00:3e,0.668887,0,0
170,64,fe80::ff:fe00:f8,0.668904,0,0
170,65,fe80::ff:fe00:da,0.670141,0,0
170,66,fe80::ff:fe00:b8,0.671383,0,0
170,67,fe80::ff:fe00:7e,0.671831,0,0
170,68,fe80::ff:fe00:73,0.672695,0,0
170,69,fe80::ff:fe00:9b,0.673802,0,0
170,70,fe80::ff:fe00:e1,0.674206,0,0
170,71,fe80::ff:fe00:ab,0.674255,0,0
170,72,fe80::ff:fe00:71,0.675679,0,0
170,73,fe80::ff:fe00:53,0.675921,0,0
170,74,fe80::ff:fe00:55,0.676521,0,0
170,75,fe80::ff:fe00:9a,0.676522,0,0
170,76,fe80::ff:fe00:47,0.678769,0,0
170,77,fe80::ff:fe00:45,0.679579,0,0
170,78,fe80::ff:fe00:67,0.680145,0,0
170,79,fe80::ff:fe00:e0,0.681211,0,0
170,80,fe80::ff:fe00:65,0.682095,0,0
170,81,fe80::ff:fe00:c8,0.68439,0,0
170,82,fe80::ff:fe00:d9,0.68682,0,0
170,83,fe80::ff:fe00:c0,0.687452,0,0
170,84,fe80::ff:fe00:a6,0.688759,0,0
170,85,fe80::ff:fe00:a7,0.689224,0,0
170,86,fe80::ff:fe00:c7,0.6898,0,0
170,87,fe80::ff:fe00:31,0.689925,0,0
170,88,fe80::ff:fe00:b6,0.692024,0,0
170,89,fe80::ff:fe00:bb,0.693153,0,0
170,90,fe80::ff:fe00:d,0.695173,0,0
170,91,fe80::ff:fe00:99,0.695599,0,0
170,92,fe80::ff:fe00:d5,0.698534,0,0
170,93,fe80::ff:fe00:fa,0.699153,0,0
170,94,fe80::ff:fe00:2d,0.699661,0,0
170,95,fe80::ff:fe00:d8,0.700866,0,0
170,96,fe80::ff:fe00:e5,0.701707,0,0
170,97,fe80::ff:fe00:4b,0.702251,0,0
170,98,fe80::ff:fe00:b,0.702796,0,0
170,99,fe80::ff:fe00:7d,0.703495,0,0
170,100,fe80::ff:fe00:23,0.703796,0,0
170,101,fe80::ff:fe00:19,0.705224,0,0
170,102,fe80::ff:fe00:90,0.705604,0,0
170,103,fe80::ff:fe00:d4,0.70589,0,0
170,104,fe80::ff:fe00:e8,0.705894,0,0
170,105,fe80::ff:fe00:43,0.706065,0,0
170,106,fe80::ff:fe00:e2,0.707189,0,0
170,107,fe80::ff:fe00:44,0.707914,0,0
170,108,fe80::ff:fe00:dd,0.708772,0,0
170,109,fe80::ff:fe00:ed,0.708885,0,0
170,110,fe80::ff:fe00:29,0.709311,1,0
170,111,fe80::ff:fe00:e,0.710305,0,0
170,112,fe80::ff:fe00:10,0.711818,0,0
170,113,fe80::ff:fe00:9d,0.71184,0,0
170,114,fe80::ff:fe00:9f,0.712889,0,0
170,115,fe80::ff:fe00:50,0.713133,0,0
170,116,fe80::ff:fe00:2c,0.714534,0,0
170,117,fe80::ff:fe00:34,0.720391,0,0
170,118,fe80::ff:fe00:96,0.721633,0,0
170,119,fe80::ff:fe00:2e,0.722043,0,0
170,120,fe80::ff:fe00:66,0.724459,0,0
170,121,fe80::ff:fe00:17,0.724614,0,0
170,122,fe80::ff:fe00:6,0.724635,1,0
170,123,fe80::ff:fe00:cb,0.724931,0,0
170,124,fe80::ff:fe00:89,0.728847,0,0
170,125,fe80::ff:fe00:cf,0.729864,0,0
170,126,fe80::ff:fe00:9e,0.730187,0,0
170,127,fe80::ff:fe00:39,0.733553,0,0
170,128,fe80::ff:fe00:41,0.734801,0,0
170,129,fe80::ff:fe00:84,0.735781,0,0
170,130,fe80::ff:fe00:a2,0.736271,0,0
170,131,fe80::ff:fe00:3a,0.736492,0,0
170,132,fe80::ff:fe00:6a,0.737964,0,0
170,133,fe80::ff:fe00:1e,0.738567,0,0
170,134,fe80::ff:fe00:8e,0.740343,0,0
170,135,fe80::ff:fe00:64,0.741097,0,0
170,136,fe80::ff:fe00:97,0.742398,0,0
170,137,fe80::ff:fe00:8f,0.74261,0,0
170,138,fe80::ff:fe00:88,0.742895,0,0
170,139,fe80::ff:fe00:be,0.7446,0,0
170,140,fe80::ff:fe00:38,0.745469,0,0
170,141,fe80::ff:fe00:48,0.746369,0,0
170,142,fe80::ff:fe00:f5,0.748326,0,0
170,143,fe80::ff:fe00:37,0.749844,0,0
170,144,fe80::ff:fe00:4a,0.749944,0,0
170,145,fe80::ff:fe00:16,0.750489,0,0
170,146,fe80::ff:fe00:1b,0.755772,0,0
170,147,fe80::ff:fe00:13,0.756319,0,0
170,148,fe80::ff:fe00:aa,0.757201,0,0
170,149,fe80::ff:fe00:5c,0.757958,0,0
170,150,fe80::ff:fe00:9,0.759456,1,0
170,151,fe80::ff:fe00:af,0.760393,0,0
170,152,fe80::ff:fe00:8,0.76078,1,0
170,153,fe80::ff:fe00:6d,0.761253,0,0
170,154,fe80::ff:fe00:bf,0.762391,0,0
170,155,fe80::ff:fe00:46,0.763854,0,0
170,156,fe80::ff:fe00:40,0.764333,1,0
170,157,fe80::ff:fe00:f9,0.764688,0,0
170,158,fe80::ff:fe00:54,0.765054,0,0
170,159,fe80::ff:fe00:5,0.766345,1,0
170,160,fe80::ff:fe00:d1,0.766879,0,0
170,161,fe80::ff:fe00:42,0.767465,0,0
170,162,fe80::ff:fe00:82,0.767587,0,0
170,163,fe80::ff:fe00:ea,0.767896,0,0
170,164,fe80::ff:fe00:5f,0.767908,0,0
170,165,fe80::ff:fe00:8c,0.768294,0,0
170,166,fe80::ff:fe00:85,0.770323,0,0
170,167,fe80::ff:fe00:7f,0.77075,0,0
170,168,fe80::ff:fe00:7a,0.771147,0,0
170,169,fe80::ff:fe00:c,0.772459,1,0
170,170,fe80::ff:fe00:6f,0.772642,0,0
170,171,fe80::ff:fe00:59,0.772735,0,0
170,172,fe80::ff:fe00:49,0.773794,0,0
170,173,fe80::ff:fe00:1a,0.774372,0,0
170,174,fe80::ff:fe00:3c,0.775032,0,0
170,175,fe80::ff:fe00:b2,0.775645,0,0
170,176,fe80::ff:fe00:4e,0.777692,0,0
170,177,fe80::ff:fe00:8a,0.778871,0,0
170,178,fe80::ff:fe00:eb,0.779883,0,0
170,179,fe80::ff:fe00:32,0.78164,0,0
170,180,fe80::ff:fe00:11,0.782257,1,0
170,181,fe80::ff:fe00:3,0.782603,1,0
170,182,fe80::ff:fe00:f0,0.783033,0,0
170,183,fe80::ff:fe00:d2,0.784365,0,0
170,184,fe80::ff:fe00:b1,0.785287,0,0
170,185,fe80::ff:fe00:95,0.785785,0,0
170,186,fe80::ff:fe00:f2,0.787368,0,0
170,187,fe80::ff:fe00:33,0.787754,0,0
170,188,fe80::ff:fe00:1,0.789831,0,0
170,189,fe80::ff:fe00:cd,0.790079,0,0
170,190,fe80::ff:fe00:a,0.790808,0,0
170,191,fe80::ff:fe00:f1,0.79276,0,0
170,192,fe80::ff:fe00:de,0.793072,0,0
170,193,fe80::ff:fe00:14,0.794987,0,0
170,194,fe80::ff:fe00:7,0.795893,1,0
170,195,fe80::ff:fe00:5e,0.796322,0,0
170,196,fe80::ff:fe00:51,0.796955,0,0
170,197,fe80::ff:fe00:e3,0.797075,0,0
170,198,fe80::ff:fe00:b4,0.797787,0,0
170,199,fe80::ff:fe00:22,0.798156,0,0
170,200,fe80::ff:fe00:d7,0.799256,0,0
170,201,fe80::ff:fe00:3b,0.799381,0,0
170,202,fe80::ff:fe00:a5,0.800551,0,0
170,203,fe80::ff:fe00:ba,0.801779,0,0
170,204,fe80::ff:fe00:62,0.803212,0,0
170,205,fe80::ff:fe00:2a,0.804853,0,0
170,206,fe80::ff:fe00:20,0.805404,0,0
170,207,fe80::ff:fe00:ec,0.805767,0,0
170,208,fe80::ff:fe00:75,0.806086,0,0
170,209,fe80::ff:fe00:86,0.80671,0,0
170,210,fe80::ff:fe00:24,0.807702,0,0
170,211,fe80::ff:fe00:1d,0.807991,0,0
170,212,fe80::ff:fe00:94,0.808231,0,0
170,213,fe80::ff:fe00:c2,0.808529,0,0
170,214,fe80::ff:fe00:cc,0.808888,0,0
170,215,fe80::ff:fe00:58,0.809069,0,0
170,216,fe80::ff:fe00:a3,0.810599,0,0
170,217,fe80::ff:fe00:7c,0.811254,0,0
170,218,fe80::ff:fe00:b9,0.813277,0,0
170,219,fe80::ff:fe00:c4,0.814316,0,0
170,220,fe80::ff:fe00:b0,0.815343,0,0
170,221,fe80::ff:fe00:76,0.816499,0,0
170,222,fe80::ff:fe00:63,0.816601,0,0
170,223,fe80::ff:fe00:d0,0.817092,0,0
170,224,fe80::ff:fe00:f4,0.817474,0,0
170,225,fe80::ff:fe00:bc,0.817868,0,0
170,226,fe80::ff:fe00:52,0.820739,1,0
170,227,fe80::ff:fe00:74,0.830209,0,0
170,228,fe80::ff:fe00:78,0.831495,0,0
170,229,fe80::ff:fe00:36,0.838376,1,0
170,230,fe80::ff:fe00:db,0.846316,0,0
170,231,fe80::ff:fe00:91,0.852087,0,0
170,232,fe80::ff:fe00:8d,0.8592,0,0
170,233,fe80::ff:fe00:ee,0.862108,0,0
170,234,fe80::ff:fe00:72,0.874245,0,0
170,235,fe80::ff:fe00:4f,0.876482,0,0
170,236,fe80::ff:fe00:4c,0.88902,0,0
170,237,fe80::ff:fe00:26,0.89355,1,0
170,238,fe80::ff:fe00:c9,0.895452,0,0
170,239,fe80::ff:fe00:e7,0.897648,0,0
170,240,fe80::ff:fe00:57,0.903335,0,0
170,241,fe80::ff:fe00:ef,0.910533,0,0
170,242,fe80::ff:fe00:30,0.912033,0,0
170,243,fe80::ff:fe00:ac,0.912925,0,0
170,244,fe80::ff:fe00:f3,0.915594,0,0
170,245,fe80::ff:fe00:6e,0.917606,0,0
170,246,fe80::ff:fe00:83,0.929031,0,0
170,247,fe80::ff:fe00:98,0.930072,0,0
170,248,fe80::ff:fe00:60,0.931232,0,0
170,249,fe80::ff:fe00:3f,0.931341,1,0
170,250,fe80::ff:fe00:1c,0.971439,1,0
175,1,fe80::ff:fe00:92,0.535866,0,0
175,2,fe80::ff:fe00:2,0.549575,1,0
175,3,fe80::ff:fe00:68,0.559898,0,0
175,4,fe80::ff:fe00:4,0.576947,1,0
175,5,fe80::ff:fe00:b3,0.577722,0,0
175,6,fe80::ff:fe00:3d,0.583714,0,0
175,7,fe80::ff:fe00:b5,0.587922,0,0
175,8,fe80::ff:fe00:35,0.590095,0,0
175,9,fe80::ff:fe00:ad,0.591604,0,0
175,10,fe80::ff:fe00:df,0.596572,0,0
175,11,fe80::ff:fe00:87,0.597093,0,0
175,12,fe80::ff:fe00:12,0.599044,1,0
175,13,fe80::ff:fe00:18,0.601689,0,0
175,14,fe80::ff:fe00:c5,0.602007,0,0
175,15,fe80::ff:fe00:d6,0.611607,0,0
175,16,fe80::ff:fe00:ca,0.619517,0,0
175,17,fe80::ff:fe00:1f,0.625715,0,0
175,18,fe80::ff:fe00:9c,0.625835,0,0
175,19,fe80::ff:fe00:c6,0.628755,0,0
175,20,fe80::ff:fe00:28,0.631701,1,0
175,21,fe80::ff:fe00:56,0.635814,1,0
175,22,fe80::ff:fe00:a0,0.638128,0,0
175,23,fe80::ff:fe00:5b,0.644299,0,0
175,24,fe80::ff:fe00:77,0.647798,0,0
175,25,fe80::ff:fe00:5d,0.648528,0,0
175,26,fe80::ff:fe00:2b,0.649214,0,0
175,27,fe80::ff:fe00:f,0.651224,0,0
175,28,fe80::ff:fe00:a4,0.651591,0,0
175,29,fe80::ff:fe00:f7,0.651818,0,0
175,30,fe80::ff:fe00:15,0.652106,0,0
175,31,fe80::ff:fe00:81,0.65262,0,0
175,32,fe80::ff:fe00:4d,0.652915,0,0
175,33,fe80::ff:fe00:93,0.652928,0,0
175,34,fe80::ff:fe00:69,0.653169,0,0
175,35,fe80::ff:fe00:ce,0.65325,0,0
175,36,fe80::ff:fe00:dc,0.654832,0,0
175,37,fe80::ff:fe00:7b,0.656637,0,0
175,38,fe80::ff:fe00:70,0.656765,0,0
175,39,fe80::ff:fe00:25,0.656975,0,0
175,40,fe80::ff:fe00:e9,0.659953,0,0
175,41,fe80::ff:fe00:27,0.664757,0,0
175,42,fe80::ff:fe00:c1,0.664762,0,0
175,43,fe80::ff:fe00:6b,0.66543,0,0
175,44,fe80::ff:fe00:ae,0.667002,0,0
175,45,fe80::ff:fe00:2f,0.667021,0,0
175,46,fe80::ff:fe00:b7,0.668262,0,0
175,47,fe80::ff:fe00:a8,0.66859,0,0
175,48,fe80::ff:fe00:f6,0.668776,0,0
